Title,Company,Location,URL,Description 
Marketing Assistant Manager,AirAsia,"Tangerang, Banten, Indonesia",https://id.linkedin.com/jobs/view/marketing-assistant-manager-at-airasia-3527394949?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=%2BzSZZOfZhgEl%2BmafSF3p0w%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,
Marketing Analyst,JULO,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/marketing-analyst-at-julo-3541781319?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=y7sz8%2BKh5yYk7siNUuD%2BfA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"
        JULO (www.julo.co.id) is a digital lending company that is revolutionizing access to financial products for millions of emerging consumers in Indonesia. As a champion of financial inclusion, JULO is committed to improving the livelihood of Indonesians across the country. We want the best for our customers, and believe strongly in responsible and ethical lending. JULO is officially licensed by OJK, based in Jakarta and is backed by leading venture capital firms in Indonesia and Singapore. The company is now processing applications from all over Indonesia and is about to enter a hyper-growth period.We are looking for a highly motivated Marketing Analyst to achieve our growth ambition. Your Roles :Experimentation and optimizing marketing campaign to optimize business metrics: Experiment with ads/campaign structures on partners such as Google, Facebook and other marketing channels. Adapt to new product features and roll out changes from successful testsIdentify optimization opportunities / growth, and analyze the impact and effort required.Analyze vast numbers of marketing data consist of but not limited to customer data, digital performance, content marketing.Reporting, analysis and insights: Building dashboards to track performance, derive insights, understand growth levers and communicate recommendations via presentations to stakeholdersResearch using both past and secondary data to find opportunities or growth within the industry.Design, monitor and implement experiments.Make data driven recommendations and monitor performance based on recommendations. Requirements :At least 2 years of working experience in marketing analytics or related fields.Strong analytical and problem-solving skills including ability to independently drive analysis concluding with rationalized recommendations.Proficiency in Excel is a must.Experience in using SQLGood business acumen and familiar with digital marketing data: google, facebook, appsflyerBachelor's degree in any field which requires data analytics and logical thinking.Ability to work well with colleagues across different functions.Good communication skill, self-driven, love challenges, and enthusiasm to pursue excellence.Interest in fintech and high level of curiosity.Fluency in both written and spoken in English and Bahasa.
      "
Digital Marketing Analyst,PT. Serasi Autoraya,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/digital-marketing-analyst-at-pt-serasi-autoraya-3498111805?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=E2lRgYZ47nwYIzjQDD5hRQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 Job Descriptions Planning & running digital marketing campaigns, including web, email, social media and display advertising Create online activation program Analyze media channels including influencers or communities to serve as a media for campaigns based on target audiences Analyze clicks and conversion data, ad expenses and ROI Design and implement A/B tests to optimize lead flow that result in measurable improvements to campaigns Make recommendations for optimization and enhancements based on test segment learning. Measuring and reporting on the performance of all digital marketing campaigns Requirements Candidate at least bachelor degree from Design / Multimedia / Marketing / Computer Science / Mass Communication min GPA 3.00 of 4.00 Having at least 2 years experience handling segmentation, test design, reporting and analysis design. Capable in media planning, media buying, Adword, Socmed, Programatic campaign. Solid knowledge in digital marketing tools, such as social media, hootsuite, google analytics, etc. Placement in IBID Head Office 
"
Campaign Researcher,BenihBaik.com,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/campaign-researcher-at-benihbaik-com-3549576419?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=eXxY%2F2KFboAqAiTSG2fDwg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"
        Hi Jobseekers! We are currently searching for our next  Campaign Researcher  to support our future projects. If you are looking for experience in a fast-growing environment and are expert in conducting research, this is your chance! Responsibilities Responsible for research materials, both quantitative and qualitative, especially regarding on enviromental and health issues Assisting preparation of program proposals (B2B & B2C) Providing support to overall project from beggining to end, project coordication, and implementation with research team Analyzing and interpreting qualitative and quantitative data Maintaining the research database Facilitating qualitative discussions (in-depth interviews, Focus Group Discussions, and online discussion) to gather data Qualifications Bachelor Degree, any major, especialy enviroment and forestry major Minimum 1 year experience in research field Having demonstrable track-record in market research work and database management Proven experience in research field and understanding of research methodologies Background in crowdfunding Platform are prefered Having experience in project management, ability to research, analyze, report and presejt the research results Fluent in English (writing, reading, and speaking) 
"
Marketing Communication and Creative Design Analyst,PT. Serasi Autoraya,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/marketing-communication-and-creative-design-analyst-at-pt-serasi-autoraya-3518007983?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=L2fw%2F8ugST6uIEwQ6WhIBg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 Descriptions Analyze for promo materials in accordance with the marketing plan regarding the needs for campaign value and promotion Analyze the theme, value, and image of the product or service that will be communicated to the public Analyze marketing communication methods, both in terms of visual branding or media communication, based on the STP of each brand and the suitability of the target market (media mapping) Analyze gimmicks owned by companies and SBUs, and update them if they are not in accordance with STP Create a brand design, logo, tagline, and brand attributes for projects in the company Create poster and video designs according to company needs Requirements Candidate must possess at least Bachelor's Degree from any field preferably Marketing, Advertising, or Public Relation with GPA min 3.00 of 4.00. Having at least 2 years experience in same field Can operate aplication Adobe (AI,PS,ID) will be more preferable. Interest in marketing and able to do design Attention to detail Customer oriented approach Preferred from FMCG, automotive and tour-travel industry. Placement in North Jakarta 
"
Assistant Marketing Manager,Robert Walters,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/assistant-marketing-manager-at-robert-walters-3537383486?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=JlqPbCejddqa8LqojJJzAw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,"
        An exciting Assistant Marketing Manager has now become available at a top global technology and services supplier company. About The Assistant Marketing Manager Role The Assistant Marketing Manager will be responsible for leading, implementing, and executing offline and online marketing plans, digital campaign as well as manage social media to reach company objectives. Key Responsibilities Build creative and strategic social media and digital media plans to enhance brand awareness and positioning in the market Provide clear and concise direction for the offline and online campaign preparation to achieve brand objectives Engage with various stakeholders (internally and externally) to produce marketing materials for online advertising and POSM such as brochures and catalogues  To succeed in this Assistant Marketing Manager role, you must be comfortable in creating online and offline marketing initiatives, managing a lot of projects, and engaging with various stakeholders. Key Requirements Bachelor’s degree in marketing or business or related fields Minimum of seven years’ experience in brand marketing or sales Experience in handling digital marketing or social media marketing Fluent in both written and verbal English This a top global technology and services supplier company that needs no introduction and is a leader in its category. If you are a driven candidate who wants to take your career to the next level with a top global technology and services supplier company, this Assistant Marketing Manager role could be the right opportunity for you. Apply today or contact me to discuss this new opportunity. Due to the high volume of applications we are experiencing, our team will only be in touch with you if your application is shortlisted.
      "
Assistant Marketing Manager - FMCG,Michael Page,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/assistant-marketing-manager-fmcg-at-michael-page-3542066964?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=58hgtDEkL2U2rzd6BoSPkQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 Our client is looking for a talented Assistant Marketing Manager. The ideal candidate will have a passion for conventional marketing, and have been exposed to digital marketing. Client Details The client is one of the well known FMCG company. Description Assist in the development of marketing strategies and plans that align with business objectives Collaborate with cross-functional teams including sales, product development, and creative to execute marketing initiatives Conduct market research and analysis to stay informed of industry trends and consumer preferences Develop and implement effective social media and digital marketing campaigns to drive engagement and traffic to our website Monitor performance metrics and analyze data to inform future marketing initiatives Support the development of creative content for various marketing channels including email, social media, and print Profile Bachelor's degree in marketing, business administration or related field Minimum of 3 years of experience in marketing, preferably in the FMCG industry Understanding in digital marketing; performance marketing will be a plus point Strong analytical skills and ability to use data to make informed decisions Excellent communication, interpersonal, and project management skills Demonstrated ability to work independently and as part of a team Proficiency in Microsoft Office and marketing automation platforms Job Offer Competitive package Multinational brand Working with expat To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Aulia Riwinda on +62 21 2958 8860. 
"
Assistant Marketing Manager,Talent Insider,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/assistant-marketing-manager-at-talent-insider-3528484381?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=x0QwTSt1akHPhq7h5LfEnA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 Job Description Assist and support tender related work (Coordinate, prepare and compile tender submission documents in relation to tendering / bidding activities, tender questionnaires, and pre- qualifications. Review all papers and relevant documents before tender submission). Assist and support all aspects of the market and business development. Making effective data collection on time as required by Marketing / Investment Manager. Making effective marketing and business development reports, showing market analysis, predictions, possibilities, etc. Making effective presentations, minutes of meetings, and project proposals based on communication with clients. Perform other relevant duties as requested by Marketing / Investment Manager. Job Requirements Candidate must possess at least Bachelor’s Degree in any field. Very good command of spoken Mandarin (HSK 5/6), very good command of spoken and written English (equivalent to B2 level or above). Excellent written and verbal communication skills. Proficient in Microsoft Office (Word, Excel, PowerPoint). Hard-working and passionate about learning. Prompt response to clients and team members and ready to work overtime if required. 
"
"Assistant Marketing Manager, Indonesia Hotels",Travel + Leisure Co.,"Bali, Indonesia",https://id.linkedin.com/jobs/view/assistant-marketing-manager-indonesia-hotels-at-travel-%2B-leisure-co-3531601984?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=NRgEBAjOrYwgkfDf5mecCA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 We Put the World on Vacation At Travel + Leisure Co., our mission is simple: to put the world on vacation. Our vacation ownership brands, Club Wyndham, Worldmark, Margaritaville Vacation Club, and Shell Vacations Club, include more than 245 vacation club resort locations across the globe. Innovation and growth keep our work interesting and fun. Every day is a chance to learn something new and turn vacation inspiration into exceptional experiences for millions of travelers worldwide. Principal Responsibilities (Include but not limited to) Providing support in the development and implementation of both internal and external marketing plans and strategies for Wyndham Destinations and its properties, with the objective of improving the organization's reputation and achieving business objectives. Identifying and actively seeking out key international and domestic partnerships, collaborating with the Creative team to creating marketing materials and other assets, and producing relevant content. Drives and secures long term vision for marketing strategy building upon, and paid advertising planning and activation. Measures the effectiveness of all regional marketing tactical campaigns as well as local loyalty and partnerships to accurately determine top line impact and ROI. Creates and spots opportunities for key calendar/topical moments working with credible, brand-relevant partners that drive brand positioning and commercial objectives. Collaborating with the Public Relations to develop messaging and design an outreach program aimed at securing effective media coverage for the organization in both local and international markets. The responsibilities also include executing influencer hosting programs and engagement strategies. Assisting in the content property audits of websites to ensure that best practices are followed, and that all information is accurate. Display a HEART service to all internal and external parties. Demonstrate integrity in all facets of the job by displaying accountability, fulfilling promises, and making sound decisions, while also aiming to enhance communication, exhibiting respect towards peers and managers, offering assistance to colleagues within the organization, and fostering empowerment wherever possible. Key Position Criteria 2-3 years of previous marketing experience, both traditional and digital channels. Preferably with a Bachelors degree in marketing or communications Creative thinker with excellent written and spoken communication skills Experience in content marketing strategies and a strong comprehension of digital trends. Strong decision-making skills and the ability to work effectively in a matrix organization. Sound analysis, research evaluation and advisory skills, combined with creative problem-solving skills and conceptual skills for developing successful solutions and making recommendations. Must be highly motivated and pro-active. A strong eye for detail and accuracy with a good concept of the overall bigger scope. Where Memories Start with You Hospitality is at the heart of all we do at Travel + Leisure Co. Here, you’ll find an inclusive environment where we deliver excellence and take time to have fun, celebrate together, and support one another. We're always looking ahead to what’s next and how we can strengthen our business, its neighboring communities, and the customer experience. Join our global team and build a career where memories start with you. We are an equal opportunity employer, and all applications will be considered for employment without attention to their membership in any protected class. If you require any reasonable accommodation to complete your application or any part of the recruiting process, please email your request to MyCareer@travelandleisure.com , including the title and location of the position for which you are applying.
      "
Assistant Marketing Manager,Talent Insider,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/assistant-marketing-manager-at-talent-insider-3533388598?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=TvfsttJ65jjdJgN0GfRFuw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 Job Description Assist and support tender related work (Coordinate, prepare and compile tender submission documents in relation to tendering/bidding activities, tender questionnaires, and pre- qualifications. Review all papers and relevant documents before tender submission.) Assist and support all aspects of the market and business development. Perform other relevant duties as requested by the Supervisor. Job Requirements Candidate must possess at least Bachelor&#39;s Degree in any field (Fresh Graduate). Very good command of spoken and written Chinese (HSK 5/6) and English (equivalent to B2 level or above).  Excellent written and verbal communication skills. Proficient in Microsoft Office (Word, Excel, PowerPoint).  Hard-working and passionate about learning. 
"
Assistant Marketing Manager,Mahadana Asta Berjangka,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/assistant-marketing-manager-at-mahadana-asta-berjangka-3535224037?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=VtuZeWIWNrLHzaTSvKzLpA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,"
        Job description: -Plan the strategic approach to client Offer compelling solution for clients' needs - Maintaining and developing relationship between client and consultant -Understanding the company profile, product, and business position in the market -Performing analysis on global conditions, especially in economic sector -Identify development in commodity market -Manage Team Requirements: -Good looking - Domiciled in Jabodetabek -High school graduate/Diploma 3/Bachelor degree in any major -Fresh graduate are welcome to apply -Having working experience in the financial industry much appreciated - Strong communication and collaboration skills Good team player - Have good analytical thinking and negotiation skill -Able to work under pressure and fast-paced environment -Have 5 person in 1 team Benefit: -Salary - Bonus - Reward - Unlimited Commission Notes: - Full time Contact: yohanshiryu17@gmail.com +62 811-9360-605 (whatsapp available) Office Address: AXA Tower 21 Floor, JI Prof Dr. Satrio Kav.18, Kuningan, Jakarta Selatan 12940
      "
"Associate Director, Marketing",Teva Pharmaceuticals,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/associate-director-marketing-at-teva-pharmaceuticals-3534890409?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=GqwF6mPtAtHVLMRwiGc25Q%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 Who are we? Together, we’re on a mission to make good health more affordable and accessible, to help millions around the world enjoy healthier lives. It’s a mission that bonds our people across nearly 60 countries and a rich, diverse variety of nationalities and backgrounds.  Working here means working with the world’s leading manufacturer of generic medicines, and the proud producer of many of the products on the World Health Organization’s Essential Medicines List. Today, at least 200 million people around the world take one of our medicines every single day. An amazing number, but we’re always looking for new ways to continue making a difference, and new people to make a difference with.  The Opportunity Designs, develops and implements marketing programs and/or pricing strategies to support the organization's products, services or market sector. Uses specific marketing strategies and media (e.g., Internet, press, television, radio) to launch and position products and services in a sector. Identifies and implements marketing strategies and programs in collaboration with sales and technical teams. Train and monitor marketing team, achievement, and evaluate the result regularly,  with the objective of  business continuity and expansion on organization objectives. How You'll Spend Your Day To Analyze Market conditions, trend and performance of all portfolio, Analyze market demand, Product Portfolio and product sales historical data To Adapt global brand strategy to the proposed port folio strategy, sales target and market positioning of each Actavis product to establish the appropriate executions of the marketing plans and ensure growth in market share To consolidate budget and promotion budget for each product port folio; To monitor and control expenses against budget and provide periodical report in order to ensure effectiveness and utilization of budget To maintain high motivation of the team and ensure the continuous development of Product Managers through Performance Dialog and Coaching , propose suitable trainings in order to ensure the productivity and high quality of Product Managers To provide new products feasibility studies; proposing new products launching strategies; recommend customized market intelligence activities in order to ensure successful launch and on time delivery of new products To ensure, control, evaluate synchronization and integrated-focus of marketing strategies’ implementation with sales department, and continuously monitor of product inventory in the Plant warehouse and distributor warehouse. In coordination with sales, distributor and production, ensuring the product availability in order to ensure achievement of sales revenue To monitor programs which are provided for medical professionals; participate in medical symposiums and congresses; maintain contacts and regular visits to key prescribers in order to build strong relations with customers and ensure their contributions to the company To coordinate with Sales managers and Product Manager to Promote brand image to distributors; to provide distributors with product and disease training for a more aggressive product distributions in order to get feedback on market and ensure product area coverage To build good relations with related departments; actively provide information to all department regarding special promotional events, sales achievements, to get strong alignment and support from all stake holders, provide guidance and continuously support to sales department on marketing strategies’ implementation in order to promote solid team-work and ensure sales target achievement To ensure the QEHS implementation in his/her job area Your Experience and Qualifications Bachelor degree from a reputable university, preferable majoring in management, marketing, pharmacy, medical doctor, or other related field 5-7 years in Sales & Marketing, 2 years as Marketing Manager, in branded generic pharmaceutical company Analytical skill and Marketing strategy Good communication and execution, strong leadership, team building, managerial skill, negotiation skills and presentation skills, interpersonal relationship skill Computer literacy and English proficiency Make A Difference With Teva Pharmaceuticals Please submit your update CV. Please note that only shortlisted candidates will be contacted. Function Marketing 
"
Strategist (SAC Indonesia),PT Merah Cipta Media,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/strategist-sac-indonesia-at-pt-merah-cipta-media-3520314702?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=0fFBxt7zhK0uvcJJwevmgg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 Job Descriptions Develop digital strategist based on trends, consumer behavior and business objective for the clients Research and monitoring market trends Collect data that will inspire creative concept Prepare presentations of the digital strategies that well suited for the clients Analyse and control the executions Requirement Bachelor’s Degree, majoring Advertising/ Media, Mass Communications, Marketing, Business Analyst or other related major At Least minimal 1 year(s) of working experience as a Digital Strategist Preferably specializing in digital strategies/market research or equivalent Have a broad knowledge about advertising and market research Able to create a good presentation Have a good communication skill Creative, passionate and fast learner 
"
International Sales & Marketing Analyst,Somethinc - BeautyHaul,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/international-sales-marketing-analyst-at-somethinc-beautyhaul-3511420337?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=hJLc0surAfq0MNh2hP2PUA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 About The Company BeautyHaul is one of the fastest-growing beauty companies in Indonesia that aspires to be the largest vertically integrated beauty ecosystem from supply to retail. Due to its exponential growth, the company has attracted investment from a reputable investor, Sequoia Capital. Our first brand ''Somethinc'' was founded in 2019, is currently the #1 skincare brand in e-commerce & modern trade with >1M social media followings. Our second brand Glowinc is breaking the boundaries by offering genderless products at affordable prices. Our offline/online commerce BeautyHaul is the core for carrying multiple brands that we have directly to our customers. We are incubating more and more business models in our platform and aim to be a strong regional player in the beauty, within the South Asia region. Job Description: Monitor Livestreaming effort and help to consult livestreamer if needed Livestream Scheduling Livestream Monitoring on each session Help to do Livestreaming on Shopee (Campaign Date) Scouting Mid-Mega Influencer  Help to Recap Insight KOL / influencer Work with enabler partner for store operation and promotion Requirements: Bachelor degree from reputable university Have a big interest towards ecommerce and beauty industry Able to communicate in English both verbal and nonverbal Willing to explore new things, have a can do mentality Strong team player, able to work with multiple divisions and streamers We have a 'CREATE' culture (Collaborative, Responsible, Eccentric, Agile, Tough, Effective). We are looking for more people to join us, who are excited to disrupt the traditional beauty industry with product innovation and non-linear growth, who want to build a profitable start-up into a unicorn company, who will always learn and do the right thing.
      "
Sr. Strategist (SAC Indonesia),PT Merah Cipta Media,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/sr-strategist-sac-indonesia-at-pt-merah-cipta-media-3529317395?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=s7ntrltRY5RBlYtZQFwTkg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 Job Descriptions Develop digital strategist based on trends, consumer behavior and business objective for the clients Research and monitoring market trends Collect data that will inspire creative concept Prepare presentations of the digital strategies that well suited for the clients Analyse and control the executions Requirement Bachelor’s Degree, majoring Advertising/ Media, Mass Communications, Marketing, Business Analyst or other related major At Least minimal 3 year(s) of working experience as a Digital Strategist Preferably specializing in digital strategies/market research or equivalent Have a broad knowledge about advertising and market research Able to create a good presentation Have a good communication skill Creative, passionate and fast learner 
"
"Associate Director, Marketing",Teva Pharmaceuticals,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/associate-director-marketing-at-teva-pharmaceuticals-3531617477?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=21q5Bxa3zFwV1NEIQ0VMqQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 Who are we? Together, we’re on a mission to make good health more affordable and accessible, to help millions around the world enjoy healthier lives. It’s a mission that bonds our people across nearly 60 countries and a rich, diverse variety of nationalities and backgrounds. Working here means working with the world’s leading manufacturer of generic medicines, and the proud producer of many of the products on the World Health Organization’s Essential Medicines List. Today, at least 200 million people around the world take one of our medicines every single day. An amazing number, but we’re always looking for new ways to continue making a difference, and new people to make a difference with. The Opportunity Designs, develops and implements marketing programs and/or pricing strategies to support the organization's products, services or market sector. Uses specific marketing strategies and media (e.g., Internet, press, television, radio) to launch and position products and services in a sector. Identifies and implements marketing strategies and programs in collaboration with sales and technical teams. Train and monitor marketing team, achievement, and evaluate the result regularly,  with the objective of  business continuity and expansion on organization objectives. How You'll Spend Your Day To Analyze Market conditions, trend and performance of all portfolio, Analyze market demand, Product Portfolio and product sales historical data To Adapt global brand strategy to the proposed port folio strategy, sales target and market positioning of each Actavis product to establish the appropriate executions of the marketing plans and ensure growth in market share To consolidate budget and promotion budget for each product port folio; To monitor and control expenses against budget and provide periodical report in order to ensure effectiveness and utilization of budget To maintain high motivation of the team and ensure the continuous development of Product Managers through Performance Dialog and Coaching , propose suitable trainings in order to ensure the productivity and high quality of Product Managers To provide new products feasibility studies; proposing new products launching strategies; recommend customized market intelligence activities in order to ensure successful launch and on time delivery of new products  To ensure, control, evaluate synchronization and integrated-focus of marketing strategies’ implementation with sales department, and continuously monitor of product inventory in the Plant warehouse and distributor warehouse. In coordination with sales, distributor and production, ensuring the product availability in order to ensure achievement of sales revenue  To monitor programs which are provided for medical professionals; participate in medical symposiums and congresses; maintain contacts and regular visits to key prescribers in order to build strong relations with customers and ensure their contributions to the company To coordinate with Sales managers and Product Manager to Promote brand image to distributors; to provide distributors with product and disease training for a more aggressive product distributions in order to get feedback on market and ensure product area coverage  To build good relations with related departments; actively provide information to all department regarding special promotional events, sales achievements, to get strong alignment and support from all stake holders, provide guidance and continuously support to sales department on marketing strategies’ implementation in order to promote solid team-work and ensure sales target achievement  To ensure the QEHS implementation in his/her job area  Your Experience And Qualifications Bachelor degree from a reputable university, preferable majoring in management, marketing, pharmacy, medical doctor, or other related field  5-7 years in Sales & Marketing, 2 years as Marketing Manager, in branded generic pharmaceutical company Analytical skill and Marketing strategy Good communication and execution, strong leadership, team building, managerial skill, negotiation skills and presentation skills, interpersonal relationship skill Computer literacy and English proficiency Make A Difference With Teva Pharmaceuticals Please submit your update CV. Please note that only shortlisted candidates will be contacted. Function Marketing Reports To Country GM Competencies  Functional - Key functional requirements set by hiring manager Already Working @TEVA? If you are a current Teva employee, please apply using the internal career site available on ""Employee Central"". By doing so, your application will be treated with priority. You will also be able to see opportunities that are open exclusively to Teva employees. Use the following link to search and apply: Internal Career Site The internal career site is available from your home network as well. If you have trouble accessing your EC account, please contact your local HR/IT partner. Teva’s Equal Employment Opportunity Commitment Teva Pharmaceuticals is committed to equal opportunity in employment. It is Teva's global policy that equal employment opportunity be provided without regard to age, race, creed, color, religion, sex, disability, pregnancy, medical condition, sexual orientation, gender identity or expression, ancestry, veteran status, national or ethnic origin or any other legally recognized status entitled to protection under applicable laws. Teva Pharmaceuticals is committed to equal opportunity in employment. It is Teva's policy that equal employment opportunity be provided without regard to age, race, creed, color, religion, sex, disability, pregnancy, medical condition, genetic information, marital status, sexual orientation, gender identity or expression, ancestry, national or ethnic origin, citizenship status, military status or status as a disabled or protected veteran, or any legally recognized status entitled to protection under applicable federal, state, or local laws.
      "
"Assistant Marketing Manager, Indonesia Hotels",Wyndham Destinations,"Lannyna, Papua, Indonesia",https://id.linkedin.com/jobs/view/assistant-marketing-manager-indonesia-hotels-at-wyndham-destinations-3520885284?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=s0M6Pg3sWuJ%2FBA9l8c4M3g%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 We Put the World on Vacation At Travel + Leisure Co., our mission is simple: to put the world on vacation. Our vacation ownership brands, Club Wyndham, Worldmark, Margaritaville Vacation Club, and Shell Vacations Club, include more than 245 vacation club resort locations across the globe. Innovation and growth keep our work interesting and fun. Every day is a chance to learn something new and turn vacation inspiration into exceptional experiences for millions of travelers worldwide.  Principal Responsibilities  (Include but not limited to) Providing support in the development and implementation of both internal and external marketing plans and strategies for Wyndham Destinations and its properties, with the objective of improving the organization's reputation and achieving business objectives. Identifying and actively seeking out key international and domestic partnerships, collaborating with the Creative team to creating marketing materials and other assets, and producing relevant content. Drives and secures long term vision for marketing strategy building upon, and paid advertising planning and activation. Measures the effectiveness of all regional marketing tactical campaigns as well as local loyalty and partnerships to accurately determine top line impact and ROI. Creates and spots opportunities for key calendar/topical moments working with credible, brand-relevant partners that drive brand positioning and commercial objectives. Collaborating with the Public Relations to develop messaging and design an outreach program aimed at securing effective media coverage for the organization in both local and international markets. The responsibilities also include executing influencer hosting programs and engagement strategies. Assisting in the content property audits of websites to ensure that best practices are followed, and that all information is accurate. Display a HEART service to all internal and external parties. Demonstrate integrity in all facets of the job by displaying accountability, fulfilling promises, and making sound decisions, while also aiming to enhance communication, exhibiting respect towards peers and managers, offering assistance to colleagues within the organization, and fostering empowerment wherever possible.  Key Position Criteria  2-3 years of previous marketing experience, both traditional and digital channels. Preferably with a Bachelors degree in marketing or communications Creative thinker with excellent written and spoken communication skills Experience in content marketing strategies and a strong comprehension of digital trends. Strong decision-making skills and the ability to work effectively in a matrix organization. Sound analysis, research evaluation and advisory skills, combined with creative problem-solving skills and conceptual skills for developing successful solutions and making recommendations. Must be highly motivated and pro-active. A strong eye for detail and accuracy with a good concept of the overall bigger scope. Where Memories Start with You Hospitality is at the heart of all we do at Travel + Leisure Co. Here, you’ll find an inclusive environment where we deliver excellence and take time to have fun, celebrate together, and support one another. We're always looking ahead to what’s next and how we can strengthen our business, its neighboring communities, and the customer experience. Join our global team and build a career where memories start with you. We are an equal opportunity employer, and all applications will be considered for employment without attention to their membership in any protected class. If you require any reasonable accommodation to complete your application or any part of the recruiting process, please email your request to MyCareer@travelandleisure.com, including the title and location of the position for which you are applying.
      "
Assistant Category Trade Marketing Manager,Reckitt,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/assistant-category-trade-marketing-manager-at-reckitt-3492629947?refId=j3oY9M9XtnJVKmrtZS8j1g%3D%3D&trackingId=iU1v49XCLBqMAQRhLKrlnQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,"
 Description Want to provide insights that make a difference? As Assistant Category Trade Marketing Manager, you’ll have the freedom to influence decisions driving sales and market share across a global customer portfolio. Working with a wealth of customer and market data, you’ll make our marketing initiatives more effective than ever. You’ll provide clarity about customer and consumer behaviours. You’ll understand our current performance – and see how it could be improved. Your insight and analysis will ensure we make fact-based decisions to improve our market share and position. And you’ll help us create and develop new business opportunities. You’ll succeed because… …you love working with data and using it to influence decisions. You know the challenges of the consumer goods sector. You’re able to translate raw statistics into compelling sales stories. With a close attention to detail, you’re highly analytical and excel in a fast-paced environment. Crucially, you’re also a great communicator, able to get your ideas across to a wider audience. You’ll love it because… …you’ll get to make an impact like never before. You’ll be responsible for your own projects - we can’t wait to listen to your ideas. The products you help us get out there will make people’s lives better. Our iconic brands will provide an incredible platform for you. And our dynamic, ownership-driven culture will help bring the very best out of you, every day. Equality All qualified applicants will receive consideration for employment without regard to age, disability or medical condition; colour, ethnicity, race, citizenship, and national origin; religion; pregnancy, family status and caring responsibilities; sexual orientation; sex, gender identity, gender expression, and transgender identity; protected veteran status; size or any other basis protected by appropriate law. 
"
